author,updated_at,like_count,text,public
@anthonyfulton4519,2024-04-02T04:43:09Z,0,Rolly almost got the referee knocced out in the process 😅,True
@marwane7,2024-04-02T04:42:12Z,0,Pitbull 💪🏾,True
@nellytjihenuna426,2024-04-02T04:38:56Z,0,"That was a pay back,",True
@HonestVillian,2024-04-02T04:38:01Z,0,Bruh 😮 that was 1 sided lol,True
@nellytjihenuna426,2024-04-02T04:37:11Z,0,"Big mouth doesn't do no shit,",True
@Neji90,2024-04-02T04:34:36Z,0,Pit-Bull vs chihuahua 😅,True
@seancollins6612,2024-04-02T04:33:34Z,0,So the dude who got k.o'd by Tank fought the dude who was his best Opponent??,True
@srinivasanp5731,2024-04-02T04:32:32Z,80,Isaac Pitbull is already a legend,True
@wurkmanofficial9669,2024-04-02T04:28:18Z,0,Cruz and davis fight was closer. I like tank but i felt like cruz won a very close fight or it should have been a draw,True
@ProtegeTrackz,2024-04-02T04:27:14Z,1,That ref just saved Rolly ass from some SERIOUS damage 💯💯💯,True
@bondansuryo5121,2024-04-02T04:26:35Z,0,thank you Rolly for choosing Pitbull as your challenger 😁,True
@keng9377,2024-04-02T04:25:42Z,0,May he never fight again.,True
@bluntciavega,2024-04-02T04:25:11Z,1,Romero didn't even know where he was in the 7th round 😅,True
@rsmage1219,2024-04-02T04:24:39Z,0,Poor Rolly,True
@jeslyna4907,2024-04-02T04:21:30Z,0,"Jesus answered, “I am the way and the truth and the life. No one comes to the Father except through me - John 14:6. Jesus is on His way back, let's use this time to get to know Him 🫶🏾🫶🏾",True
@jugojanggu1269,2024-04-02T04:20:10Z,0,😸😸😸wow amazing pitbull👊👊👊,True
@user-ow5wv9ct3y,2024-04-02T04:19:43Z,0,A eso le temían por eso a los guerreros jaguar cuando eran niños les cortaban el pulgar para que  no pudiera usar su arma pero muchos sobrevivieron y están cómo los Aguilas vigilando,True
@user-ce3no7un8k,2024-04-02T04:19:21Z,0,We want a Tank and Pitbull “Rematch”!!!!,True
@patrickmacalalad9921,2024-04-02T04:19:12Z,0,Wow. Pitbull.,True
@morowatch9783,2024-04-02T04:19:01Z,1,"Congratulation Pitbull Cruz, Viva Mexico..Your fan from Philippines..👊👊👊✌️✌️",True
@That1Servan,2024-04-02T04:13:02Z,0,This little Cruz MF'er is different everybody at 140 outside of Tank better wat h the fuck out,True
@boss7229,2024-04-02T04:11:42Z,0,"Told yall this was gonna happen lol rolly just talks alot, he can sell a fight but can't fight",True
@Solrac77777,2024-04-02T04:07:27Z,0,Rocked that asshole,True
@salort2934,2024-04-02T04:07:27Z,0,Never under estimate a fighter whose Alias is pit bull.,True
@thecomeupkickz,2024-04-02T04:07:21Z,0,Sheshh 🔥,True
@desmadroso28,2024-04-02T04:05:42Z,0,Romero ha perfeccionado el antiguo arte de quedarse ahí parado.,True
@DavidDavey-zd5jt,2024-04-02T04:03:32Z,0,"Rolly has too much potential and he is very strong, he just lacks discipline.",True
@diegocarretero2404,2024-04-02T03:58:16Z,0,A todo cerdo le llega su matanza 😂,True
@AllSummerLng,2024-04-02T03:58:02Z,0,Cruz beats a lot of the 140lb guys he’s a beast tank just made him look easy bc he’s that good,True
@sameloaclan3464,2024-04-02T03:55:23Z,0,now i know why davis doesnt want a rematch against cruz,True
@RolandodeLunaJr-ib5iz,2024-04-02T03:52:19Z,0,Congrats isaac mdjo bumagal si isaac di 2lad laban nya kay magdaleno,True
@philip-2772,2024-04-02T03:50:38Z,0,Pitbull got that 🇲🇽🩸!!,True
@user-gr6hz3cp3k,2024-04-02T03:48:20Z,0,"Jamás apuesto en mi vida pero en su siguiente pelea le voy a apostar 5 mil varos
Ese cabron es imparable",True
@michaela.b8885,2024-04-02T03:47:21Z,0,Jajaja nmmms tanto que hablo pa que perdiera bien rapido,True
@helderalmeida3417,2024-04-02T03:46:01Z,0,"Everything you see a boxer taunt his opponent is because he knows he's going to get is ass handed to him so they resort to intimidation and taunt, but most of the time it doesn't work. Its really satisfying when he  gets is ass handed  to him and learns his lesson to not taunt is opponent but to respect him whatever the sport",True
@gzusvilla3835,2024-04-02T03:45:53Z,0,😂😂😂😂😂😂😂😂😂😂,True
@alejandrorap.7966,2024-04-02T03:44:26Z,1,Pitbull cruz se lo agarro cómo si fuera un costal de boxeo 😂😂😂 y que bueno que ganooo siiiuuu,True
@vsnagaholic-4223,2024-04-02T03:41:07Z,0,And he really wanted a rematch with tank. 😂😂😂,True
@user-gr6hz3cp3k,2024-04-02T03:38:59Z,0,"Lo hizo su put... Su perraaaa 
Lo hizo mierda en corto ese si está loco como perro",True
@user-vc9yb2ut4e,2024-04-02T03:36:26Z,1,Philippines celebrated Isaac Cruz victory in every boxing forum  !!! Congratz pitbull,True
@kuaxiBalam,2024-04-02T03:34:05Z,1,"A Huevos, viva México CABRONES 🇲🇽",True
@user-pg7pj2ji2r,2024-04-02T03:33:10Z,0,Pobre casi lo mata el chihuahua😂😂 por eso mejor calladito te ves mas bonito😅,True
@AlbertoPrudencio-bz7qq,2024-04-02T03:32:36Z,0,Se lo comió un chihuahua😂😂😂😂😂,True
@a.q.recordquezada-0734,2024-04-02T03:32:27Z,0,Lo humilló 😮,True
@alortiz9016,2024-04-02T03:32:25Z,1,He made Mexico 🇲🇽 look 👀 Strong 💪🏾,True
@a.q.recordquezada-0734,2024-04-02T03:31:04Z,0,Una bestia sabía que le callaba la geta a este man de romero por bocón 😅 viva Mexico cbness 💪🏻💬🙏,True
@dn8579,2024-04-02T03:28:18Z,4,Cruz hit him with the Dempsey Roll,True
@JuanLopez-hb6sh,2024-04-02T03:23:09Z,0,No lo hubiera agarrado el Refri lo hubiera echo pedazos,True
@OmarRodriguez-eo2ed,2024-04-02T03:19:04Z,0,Cruz wants all smoke tank don’t be a bitch show up or shut up,True
@user-og4by9gj6v,2024-04-02T03:18:21Z,0,Viva mexicoooo 🎉🎉🎉,True
@hugoaguirre2483,2024-04-02T03:10:47Z,0,Muy bien mi pitbull pues no que muy bravo el otro marciano,True
@MusixPillz,2024-04-02T03:10:17Z,5,We need right now is to be Join Force Team with Mexico and philippines,True
@MusixPillz,2024-04-02T03:09:38Z,62,Mexico & Philippines are the best ! 🔥🔥 Good to see isaac pitbull team with the Manny Pacquaio Promotions 👏👏,True
@bigplb2133,2024-04-02T03:06:59Z,0,Happy easter,True
@anthonycampos8057,2024-04-02T03:05:12Z,0,Isn't Oscar De La Hoya Cruz's promoter?,True
@jayD4321,2024-04-02T03:00:07Z,0,"Rollys lost his last 4 step up fights marines, tank, barroso, and pitbull ask yourself how the hell he still had a title",True
@jayD4321,2024-04-02T02:59:34Z,0,"Rollys lost his last 4 step up fights marines, tank, barroso, and pitbull ask yourself how the hell he still had a title",True
@crateofthebrain951,2024-04-02T02:59:32Z,3,"Romero has brain damage now, Tank Davis does not want that he already felt the power, there’s a reason he won’t fight him again even Gayweather told him Mexicans are the most dangerous in the game, 14 current Mexican world champions and coutning we’ll never stop because we are cut from gods cloth",True
@FernandoGuerrero-br3il,2024-04-02T02:59:27Z,0,Te partió la madre un chihuahua bocon,True
@joelmwejenwa5778,2024-04-02T02:58:22Z,0,This dude embarrassing himself by talking trash during face off,True
@stopsmiling,2024-04-02T02:54:51Z,0,why did ppl think rolly was gonna win it was clear as day,True
@Ineedmorechobitckh,2024-04-02T02:54:26Z,0,Rolly polly got his ahh whooped 😂,True
@bakshifamily,2024-04-02T02:53:34Z,0,Cruz even beat Tank. Watch it on mute,True
@paub17,2024-04-02T02:51:59Z,1,Romero no era oponente de Cruz,True
@marceloramirez5053,2024-04-02T02:50:49Z,0,Che referi entrometido yo queria verlo en la lona lleno de mole 😂,True
@darlenedelacruz8769,2024-04-02T02:50:25Z,0,Cruz has blinded punch too where learned from pacman,True
@KEVSGG,2024-04-02T02:46:59Z,0,"Dale dale dale, no pierdas el tino🔥",True
@gilbertoko6727,2024-04-02T02:46:42Z,0,"Penonton belum sempat menikmati, pertandingan selesai.",True
@guillermoastorga2623,2024-04-02T02:44:07Z,0,How beautiful is beautiful!!! uno mas que le tapan la boca,True
@manuelfigueroa646,2024-04-02T02:44:03Z,0,chingon ISSAC CRUZ   diste el 1er gran pasó tal vez lo más fácil ahora viene lo verdaderamente difícil y es contigo mismo ojalá no te marees con los halagos los pseudo amigos mujeres dinero y te dejes guiar por los tuyos ojalá así sea y sea el principio de  algo vga chingon  ÉXITOS Y MUCHAS DEFENSAS,True
@user-ln9mk6hs5b,2024-04-02T02:43:50Z,0,Rolly is so funny did you see how he reacted to Pitbull's punches up side his head.  😅,True
@Thebullet7,2024-04-02T02:40:04Z,2,No defense I been watching rolly and he really has no defense,True
@Happyfour,2024-04-02T02:39:02Z,0,Been missing marcos maidana after he retired. And then isaac cruz came. Not totally the same style but pure action and scientific brawling.,True
@Alabocamx,2024-04-02T02:37:59Z,0,Rolly is going downhill and fast.,True
@junebug1005,2024-04-02T02:37:10Z,0,I don’t never want to hear about Rolly again at least not in a Boxing Ring he needs a Job at a Flower Shop,True
@omarzinga7046,2024-04-02T02:35:33Z,0,Rolly he is a bum,True
@renevillester6497,2024-04-02T02:34:45Z,0,Rematch for G. Davis...,True
@natedowns5,2024-04-02T02:31:15Z,21,"The boxing world wants that rematch with Cruz and Davis, make it mandatory in September",True
@lalnghawrlianinghawri-799,2024-04-02T02:30:16Z,0,Amazing Pitbull,True
@user-lr6iy4wb4d,2024-04-02T02:29:09Z,0,Niceee 🎉❤,True
@LucasP2P-iv7qy,2024-04-02T02:28:47Z,0,Ola,True
@thepowercouple-te1jn,2024-04-02T02:28:35Z,0,He beat yo ass 😂😂😂,True
@jhunephogz6252,2024-04-02T02:27:19Z,0,Rolly polly what now😂😂😂,True
@jhunephogz6252,2024-04-02T02:24:28Z,0,Rolly said he will smoke Manny! He can't even pass Isaac😂😂,True
@user-bo5ie7em6t,2024-04-02T02:24:14Z,0,Romero became a chiwawa himself,True
@frankieg1865,2024-04-02T02:23:50Z,0,Romero doing the Un Rayo del Sol dance,True
@FDT1523,2024-04-02T02:19:44Z,0,Lil nigga did not survive 😂,True
@mauriciopallares1921,2024-04-02T02:18:48Z,0,Si aparece perro 🤡,True
@user-ed4xu7tm8x,2024-04-02T02:16:36Z,0,Clase turqiada,True
@RetiredGuy72,2024-04-02T02:15:03Z,0,Rolly looked better with Bullet. At this point Rolly need to put a resume on indeed.,True
@johnnyhughes5534,2024-04-02T02:12:50Z,0,Noway Cruz beat a healthy tank he fights wild also,True
@Fisheye2.0,2024-04-02T02:08:19Z,1,This was the real main event,True
@gerardoarias2463,2024-04-02T02:07:18Z,0,Yo lo dije que el cubano eras pura boca y pluma no iso nada de nada,True
@davidsolis3083,2024-04-02T02:07:17Z,0,Keep talking shit !😅,True
@definitelyclosed672,2024-04-02T02:06:59Z,0,"Nobody wants a beat down from Issac Pitbull Cruz.... he will be ducked for the next 7 years, unfortunately.",True
@user-vj6et5fy5g,2024-04-02T02:05:59Z,0,Next time rolly hears a chihuahua bark he’s running up a treee aaaahaha,True
@JP18729,2024-04-02T02:03:28Z,0,There's a reason Tank won't fight Cruz twice,True
@Chaotikz,2024-04-02T02:00:50Z,0,"Bum ass Romero, got his ass whooped! 😂",True
@user-rr7pk4er5z,2024-04-02T02:00:42Z,0,This was a pointless fight from Pitbull half shakur had called him out multiple times instead he took this fight which we all can agree Rolly had no chance he has no boxing skills but anyways congrats to Pitbull on this win I guess,True
@pyschor1126,2024-04-02T02:00:18Z,342,"Orgullo de un hermano latino, saludos desde el centro del mundo... 🇪🇨
Viva México cabrones! 🥊",True
@solotx8798,2024-04-02T01:58:49Z,1,"Cruz figured out within about 2 seconds that this fool had no ability whatsoever to hurt him. Actually he probably realized that before the fight even started.

I'm not just talking about ""power"" or lack thereof, I'm talking about having the ability to land a punch flush on a guys chin against a guy who knows what he's doing.

Anyway, the rest of the fight ended up being comical.",True
@josueperezperez5131,2024-04-02T01:57:29Z,0,"Cuando el miedo se enfrento a la fiereza, romero se cago en los pantalones.",True
@rubencontreras642,2024-04-02T01:55:39Z,0,Rolly is a bum!!!!,True
@rexjohnsonsaludares7718,2024-04-02T01:55:38Z,0,via 8th round stoppage! So impressive👏👏👏👏,True
@fratersol,2024-04-02T01:53:36Z,1,Cruz really beat tank too. They stole that fight from him,True
@johnpaulbalunsat4160,2024-04-02T01:52:51Z,0,Pitbull vs inoue,True
@blunticus,2024-04-02T01:52:04Z,6,No chingas con nos otros 🇲🇽👊🏽🇲🇽💪🏽🇲🇽 Cruz ain't no joke,True
@BryanRomero-sd5ng,2024-04-02T01:51:19Z,0,Prolly got himself in some shi,True
@Bluediamond2023,2024-04-02T01:50:42Z,3,Cruz beat Rolly like he owed him money.,True
@solotx8798,2024-04-02T01:50:22Z,0,I kept reading about somebody calling someone a chihuahua and I assumed it was Cruz calling Romero a chihuahua because he literally looks like a chihuahua look at his scrunched up ass face,True
@smokepeddler,2024-04-02T01:49:39Z,0,Cruz gotted robbed against Davis,True
@caprice6513,2024-04-02T01:46:40Z,0,"This should’ve been the main event, they got more views than boring fundora vs tyuzu",True
@user-wh8mo8je5l,2024-04-02T01:46:19Z,0,Uno de los más mejores...,True
@2020visionproductioncompany,2024-04-02T01:45:00Z,6,As a black man I’m happy my Mexican brother Isaac Cruz came out victorious. Such a humble guy and come from nothing. I wish this man nothing but success! ✊🏼✊🏾✊🏿💯💯,True
@juanamador6451,2024-04-02T01:44:10Z,0,Dammmmmmmmm cuz he looknlike be was doing a new dance. Fool was making a tic tox video instead of. Fighting 😂😂😂,True
@oscardeelias8696,2024-04-02T01:43:42Z,0,Otro hablador menos....,True
@bencaraballoBEN1FITNESS,2024-04-02T01:42:23Z,0,"This is why you shouldn’t talk shit before a fight!! Lol be humble, be a fighter fans love!! Cruz ain’t no joke and he’s humble!!",True
@marandymbamara9099,2024-04-02T01:37:36Z,0,Pitbull fights like Maidana! Very intense and relentless,True
@victormartin3539,2024-04-02T01:37:16Z,1,Salute to Pitbull,True
@lamerblack7536,2024-04-02T01:32:19Z,0,"Funny when Mexican fighters win EVERYBODY MAKES SURE TO SAY,  HE’S FIGHTING FOR HIS MEXICAN PEOPLE REPRESENTING THEM WELL,  YET IF BLACK FIGHTERS WIN NO ONE SAYS YES THE GREAT BLACK FIGHTER WON",True
@lamerblack7536,2024-04-02T01:31:02Z,0,Rolly needs another coach and trainer!!,True
@user-wv8co7bk2g,2024-04-02T01:30:50Z,0,What an absolute machine punching power erasers everything pit pull is a beast,True
@randyrivera4433,2024-04-02T01:30:36Z,0,Este no se preparó pitbull para mi no es tan bueno gano si ya lo veremos pelear con otros mejores aver como le va,True
@lamerblack7536,2024-04-02T01:30:17Z,0,Rolly’s problem is that he stands straight up!  This is the same problem that Ryan Garcia has,True
@wraith1219,2024-04-02T01:29:12Z,0,Papeada brutal 😂❤,True
@leroymntungwa4227,2024-04-02T01:28:58Z,0,Hahahaha Roelly is weak 😂 so proud of Issac!!!!!!🎉🎉🎉🎉 wiped the floor with Roelly😂😂😂,True
@ianrayfabros3784,2024-04-02T01:27:59Z,0,Cruz is going to be a problem in the 140 division.🥊,True
@AvonnyA,2024-04-02T01:24:39Z,0,Instagram spoiled it for me tho,True
@AvonnyA,2024-04-02T01:22:59Z,0,Bro how can Rolly look back after this this shi is so embarrassing,True
@jrocc_kmh,2024-04-02T01:16:05Z,1,Cruz fighting the same he is open to much tank will catch him if they fight again   Cruz couldn't even knock rolly out  congratulations but he not f ing with tank,True
@user-hr5cj5xx4l,2024-04-02T01:14:00Z,0,3 MILLION VIEWS WTFFFFFFF,True
@alfonsoguzman4541,2024-04-02T01:14:00Z,0,"Rolly, next time don’t run your mouth first",True
@amer.fk4,2024-04-02T01:12:36Z,0,"Do you think it all momen Started
?on OCTOBER 7th

Deir Yassin massacre 1948

Tantura Massacre 1948
Qibya massacre 1953
Kafr Qasim massacre 1956
Rafah massacre 1956

Bahr El-Bakar massacre 1970
Sabra and Shatila massacre 1982

Jenin massacre 2002
Gaza war 2008
Gaza war 2012
Gaza war 2014
Gaza war 2021
Gaza war 2023

Read about the genocid of the
Palestinians

History has repeated itself many
times throughout the ages
Do you still think that it all started
on October 7th?",True
@bryanmj22,2024-04-02T01:11:07Z,0,thats why tank davis afraid of rematch with pitbull 😅,True
@torreypires6192,2024-04-02T01:09:43Z,0,Cruz been a beast tho I fucks wit pitbull,True
@soulmusic95mh,2024-04-02T01:09:05Z,0,And this is why you don’t run your mouth and not back it up ladies and gentlemen,True
@user-bx4xg7mc9p,2024-04-02T01:06:03Z,8,"Fact:""Chihuahua is a Small Mexican Dog breed, but very Brave and ferocious!! This Chihuahua step into the Ring and transformed into a Pitbull on porkchop!!!",True
@newxxxr9401,2024-04-02T01:04:32Z,0,🇲🇽🇲🇽🔥🔥,True
@hungkiet7535,2024-04-02T01:04:02Z,2,Pitbull should get rematch with Tank!,True
@SKILLZGAMING5,2024-04-02T01:02:37Z,0,I already knew it cruz is no joke,True
@mathewcaranguian6097,2024-04-02T01:01:45Z,0,Cocky boxer deserved 😂,True
@jhoneldeala1065,2024-04-02T01:00:26Z,0,HAPPY EASTER 😂😂😂😂😂😂,True
@Okbuddy85,2024-04-02T00:58:05Z,0,Pitbull trash tank is king fuck 🇲🇽,True
@Okbuddy85,2024-04-02T00:57:40Z,0,Pitbull couldn’t even drop him like tank Davis did 😭,True
@Okbuddy85,2024-04-02T00:56:58Z,0,Rollie knocks him out in the rematch,True
@oscaraguilar3408,2024-04-02T00:53:07Z,0,Desde mexico wey ! Que bonito es lo bonito,True
@jerichoivandeguzman9748,2024-04-02T00:52:03Z,0,Inoue matulog ka nlng sa division mo. Wag ma wag lang aalis dyan.  Matutulog ka tlga ng round 1 😂,True
@solocrusher,2024-04-02T00:51:43Z,0,Pitbull is a nasty fighter man. I called him to win this fight but i thought rolly would be able to make it through 12 lol,True
@GroperJoeandFriends,2024-04-02T00:49:18Z,0,Let cruz fight lopez and if he wins then haney,True
@jameswill7818,2024-04-02T00:46:09Z,0,Yooo talk about bing bong bing!,True
@drg4481,2024-04-02T00:45:50Z,0,He was doing the Rollie hay hay,True
@TOm-hr2mb,2024-04-02T00:44:50Z,0,No Ref Weeks to save Rolly this time.,True
@TOm-hr2mb,2024-04-02T00:44:17Z,0,Pitbull reminds me of Chino Maidana.,True
@originalbboys476,2024-04-02T00:43:04Z,0,Vamos pitbullll!!!!,True
@davidtyler6080,2024-04-02T00:41:31Z,0,😂😂😂😂,True
@inthenameofpain4646,2024-04-02T00:40:54Z,0,He was on that ahh 😂 🥊,True
@ChekinChingon,2024-04-02T00:39:09Z,0,Al inicio le hizo un reseteo cerebral 😂😂,True
